ID_MASTER;Official_Name;Short_Name;Partner_Name reported;Member_Name;Headquarter Location;Member_Type;Member_Type_2;International_Local;Aggregator_operator;Region of activity;Sector
5;Efficiency for Access Coalition;EforA;Efficiency for Access;Sida;Stockholm, Sweden;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;Africa, Asia, Europe, Latin America;U
21;The Climakers;Climakers;The Climakers;Taiwan ICDF ;No data;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;No data;No data
5;Efficiency for Access Coalition;EforA;Efficiency for Access;United Kingdom Foreign, Commonwealth and Development Office (FCDO) (UK aid);London, UK;International Financial and Knowledge Institutions  ;Investors, Finance and Credit Institutions;International;Operator;All, but key priority areas are Africa and Indo-Pacific regions;A, P, Q, M, D, U. Activities of extraterritorial organizations and bodies
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;European Union;Europa;International organizations;Secondary organization;International;Operator;Global;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;GEF;No data;International organizations;Secondary organization;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;World Meteorological Organization (WMO);No data;International organizations;Secondary organization;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Asia Investor Group on Climate Change;No data;Investor;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;AVIVA Investors;No data;Investor;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;CBRE Global Investors;No data;Investor;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;INVESCo;No data;Investor;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Investors Gruop on Climate Change;No data;Investor;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Legal & General Investment Management;No data;Investor;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Standard Chartered;No data;Lending Institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Wells Fargo;No data;Lending Institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;BBC Media Action;No data;Media;Media;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;BBC Media Action;No data;Media;Media;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Call for Code;No data;Media;Media;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;David Clark Cause;No data;Media;Media;Local;Operator;No data;No data
21;The Climakers;Climakers;The Climakers;Farming First ;No data;Media;Media;Local;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Jeff Goodell. New York Times, Best Selling Author & Contributing Editor Rolling Stone;No data;Media;Media;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Ahon Sa Hirap Inc (ASHI);No data;Microfinance ;Investors, Finance and Credit Institutions;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Alalay sa kaunlaran (ASKI);No data;Microfinance ;Investors, Finance and Credit Institutions;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;ASA Philippines;Phillipines;Microfinance ;Investors, Finance and Credit Institutions;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Federal Democratic Republic of Ethiopia;Ethiopia;National State;Countries;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Fiji;Asia;National State;Countries;Local;Operator;Asia;0
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;France;Europa;National State;Countries;Local;Operator;Global;0
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Germany;Europa;National State;Countries;Local;Operator;Global;0
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;India;Asia;National State;Countries;Local;Operator;Global;0
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Italy;Europa;National State;Countries;Local;Operator;Global;0
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Mexico;Latin America and the Caribbean;National State;Countries;Local;Operator;Global;0
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Norway;Europa;National State;Countries;Local;Operator;Global;0
13;Just Rural Transition;JRT;Just Rural Transition;Republic of Colombia;No data;National State;Countries;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Republic of Ghana;No data;National State;Countries;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Republic of Zambia;No data;National State;Countries;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Switzerland;No data;National State;Countries;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;The Netherlands;No data;National State;Countries;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Togolese Republic;No data;National State;Countries;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;United Kingdom;Europa;National State;Countries;Local;Operator;Global;0
13;Just Rural Transition;JRT;Just Rural Transition;United Kingdom of Great Britain and Northen Ireland;Europa;National State;Countries;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;USA- State Dept/NOAA;North America;National State;Countries;Local;Operator;Global;0
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Arab Republic of Egypt;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Belize;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Federal Republic of Germany;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;French Republic;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Grand Duchy of Luxembourg;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Jamaica;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Kingdom of Norway;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;People's Republic of Bangladesh;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Principality of Liechtenstein;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Republic of Finland;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Republic of Ireland;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Republic of Malawi;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Saint Lucia;No data;National State;Countries;Local;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;United Kingdom of Great Britain and Northen Ireland;No data;National State;Countries;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Australia;Asia;National State;Countries;Local;Operator;Global;0
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Australia;Asia;National State;Countries;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Canada;North America;National State;Countries;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Canada;North America;National State;Countries;Local;Operator;Global;Government
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Jamaica;No data;National State;Countries;Local;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Japan;Asia;National State;Countries;Local;Operator;Global;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;United Kingdom;No data;National State;Countries;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Philippine INGO Network (PINGON);No data;Network;Secondary organization;Local;Aggregator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;African Women's Network for Community Management of Forests (REFACOF);No data;Network;Secondary organization;International;Aggregator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Arab Network for Environment and Development (RAED) ;No data;Network;Secondary organization;International;Aggregator;Regional;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Climate Action Network South Asia (CANSA);Bangladesh;Network;Secondary organization;International;Aggregator;Asia;O
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Climate Action Network Tanzania (CAN);Tanzania;Network;Secondary organization;International;Aggregator;Africa;O
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Climate and Development Knowledge Network (CDKN);South Africa;Network;Secondary organization;International;Aggregator;Africa, Asia, Latin America and the Caribbean;S
13;Just Rural Transition;JRT;Just Rural Transition;Climate Smart Agriculture Youth Network;No data;Network;Secondary organization;International;Aggregator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;ENFORLAR - EVERGREENING NETWORK FOR FORESTS AND LAND RESTORATION;No data;Network;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Global Heat Health Information Network (GHHIN);No data;Network;Secondary organization;International;Aggregator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);IFRC MENA ;No data;Network;Secondary organization;International;Aggregator;Regional;No data
13;Just Rural Transition;JRT;Just Rural Transition;Network Initiative (SIANI) ;No data;Network;Secondary organization;International;Aggregator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Resilient Cities Network;No data;Network;Secondary organization;International;Aggregator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Resilient Cities Network;No data;Network;Secondary organization;International;Aggregator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;START Network;United States;Network;Secondary organization;International;Aggregator;North America ;A,E,K,M,P,S
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;START Network;United States;Network;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;The Arab Netwrokd for Enviromental and Development (RAED);No data;Network;Secondary organization;International;Aggregator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;The Network for Certification and Conservation of Forests (NCCF);No data;Network;Secondary organization;International;Aggregator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Uganda Landcare Network;No data;Network;Secondary organization;Local;Aggregator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Catalyst 2030;No data;Network;Secondary organization;International;Aggregator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Clima de Eleição;Brazil;Network;Secondary organization;International;Aggregator;Latin America and the Caribbean;O, N
21;The Climakers;Climakers;The Climakers;CSAYN ;No data;Network;Secondary organization;International;Aggregator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;De Nazarin Community Relief Uganda (DNCR);Uganda;Network;Secondary organization;International;Aggregator;Africa;Q
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;MARI Oceans ;Asia;Network;Secondary organization;International;Aggregator;Asia;0
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;PlanAdapt;United Kingdome;Network;Secondary organization;International;Aggregator;Europe;A, E, K, M, P, S
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Plant-for-the-Planet;No data;Network;Secondary organization;International;Aggregator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Disaster Risk Reduction Network Philippines FairBuilding Network;No data;Network;Secondary organization;Local;Aggregator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Global Infrastructure Facility;No data;Network;Secondary organization;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;IFRC;No data;Network;Secondary organization;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;COMACO;No data;No clear yet;Companies;No data;No data;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Live and Learn;No data;No clear yet;Companies;No data;No data;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;MCF;No data;No clear yet;Companies;No data;No data;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;NRAN;No data;No clear yet;Companies;No data;No data;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;SNV;No data;No clear yet;Companies;No data;No data;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;CCRIF SPC ;No data;No clear yet;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Climate-Kic;Netherlands;No clear yet;Companies;International;Operator;Europe;M, P, J
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Clyde & Co;Europa;No clear yet;Companies;International;Operator;Global;Professional, scientific and technical activities
24;Water Resilience Coalition;WRC;Water Resilience Organization;Colgate Palmolive;No data;No clear yet;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Cowater International;Canada;No clear yet;Companies;International;Operator;Africa, Europe, Asia, Latin America and the Caribbean, North America, Oceania;M, S
24;Water Resilience Coalition;WRC;Water Resilience Organization;Cummins;No data;No clear yet;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Degenkolb Engineers;No data;No clear yet;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;DIAGEO;No data;No clear yet;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;Dow;No data;No clear yet;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;Dupont;No data;No clear yet;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Echnoserve;Ethiopia;No clear yet;Companies;International;Operator;Africa;M, N
24;Water Resilience Coalition;WRC;Water Resilience Organization;Ecolab;No data;No clear yet;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Envirosmart Solutions;Zambia;No clear yet;Companies;International;Operator;Africa;M
24;Water Resilience Coalition;WRC;Water Resilience Organization;Holcim;No data;No clear yet;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;iDERA;Saint Lucia;No clear yet;Companies;International;Operator;Europe, Latin America and the Caribbean, North America;M
24;Water Resilience Coalition;WRC;Water Resilience Organization;Jacobs;No data;No clear yet;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Javara ;No data;No clear yet;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Kulima;South Africa;No clear yet;Companies;International;Operator;Africa;M
24;Water Resilience Coalition;WRC;Water Resilience Organization;Kurita;No data;No clear yet;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Meeting Play LLC;No data;No clear yet;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Network for Good;No data;No clear yet;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Olam Cocoa ;No data;No clear yet;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;PHOSAGRO;No data;No clear yet;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;PVH;No data;No clear yet;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;Reckitt;No data;No clear yet;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Reos Partners;International;No clear yet;Companies;International;Operator;International;A,E,K,M,P,Q,S
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Resurgence;United Kingdom;No clear yet;Companies;International;Operator;Europe ;0
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Resurgence;No data;No clear yet;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Simpson Strong-Tie;No data;No clear yet;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Thornton Tomasetti;No data;No clear yet;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Yara International ;No data;No clear yet;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Zurich International;No data;No clear yet;Companies;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Restore America's Estuaries;No data;No clear yet;Non-Governmental Organisations;Local;Aggregator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Blue Ventures, beyond conservation;No data;No clear yet;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;CARE International;No data;No clear yet;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Groundswell International;No data;No clear yet;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;MOOF Africa;No data;No clear yet;Non-Governmental Organisations;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Tonking + Taylor Intenational;No data;No clear yet;Non-Governmental Organisations;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;GOAL Global;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Green Africa Youth Organisation (GAYO);No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;Africa;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Green Africa Youth Organisation (GAYO);Ghana ;Non-profit organizations;Non-Governmental Organisations;International;Operator;Africa;M
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Mercy Corps;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Mercy Corps;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Oxfam;United Kingdom;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;A, P, Q
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Oxfam;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Oxfam;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Practical Action;United Kingdome;Non-profit organizations;Non-Governmental Organisations;International;Operator;Europe;A, E, S
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Practical Action;United Kingdome;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Rare;North America;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;0
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Rare;North America;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Save the Children;United Kingdom;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Save the Children;United Kingdom;Non-profit organizations;Non-Governmental Organisations;International;Operator;Europe;Q,S
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Slum Dwellers International;South Africa ;Non-profit organizations;Non-Governmental Organisations;International;Operator;Africa ;E,P,S
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Slum Dwellers International and its Affiliates;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;No data
13;Just Rural Transition;JRT;Just Rural Transition;Swedish International Agriculture ;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Swiss Red Cross;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Tenure Facility ;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;The Nature Conservancy;North America;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;0
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;The Nature Conservancy;North America;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;The Nature Conservancy;North America;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;The PEW, Charitable Trust;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;The Resilience Shift;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;The Risk-informed Early Action;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Tonkin and Taylor;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Total LandCare;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Trees for the Future;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Trygg Mat Tracking;Europa;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;0
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;UCSB-Environmental Markets Lab (emLab);North America;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;0
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;ustdiggit;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Watershed Organisation Trust (WOTR);India;Non-profit organizations;Non-Governmental Organisations;International;Operator;Asia;A,E,M,P,Q,S
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;WCS;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;WeForest;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;Wetlands International;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Whale Seeker;North America;Non-profit organizations;Non-Governmental Organisations;International;Operator;Global;0
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Wildlife Works;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Women's Climate Centre International (WCCI);United States;Non-profit organizations;Non-Governmental Organisations;International;Operator;North America ;A,E,K,M,P,S
24;Water Resilience Coalition;WRC;Water Resilience Organization;Woolworths;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;World Business Council for Sustainable Development (WBCSD) ;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;World Renew;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;ActionAid Myanmar;Yangon, Myanmar;Non-profit organizations;Non-Governmental Organisations;International;Operator;Asia;A, P, Q
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Adaptation Without Borders;Sweden ;Non-profit organizations;Non-Governmental Organisations;International;Operator;Europe ;J,M,P
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;African Risk Capacity (ARC);No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;AIDA;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;American Red Cross;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;OMADEZA;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Relief Today;India ;Non-profit organizations;Non-Governmental Organisations;International;Operator;Asia;0
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;reNature;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Resilence Shift;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Rural Resilience and Transformation;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;SOS Sahel;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;SouthSouthNorth;South Africa;Non-profit organizations;Non-Governmental Organisations;International;Operator;Africa ;A,E,K,M,S
13;Just Rural Transition;JRT;Just Rural Transition;Sustainable Beekeeping and Human ;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Sustainable Harvest International (SHI);No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Sustainable Solutions for Life;Malawi;Non-profit organizations;Non-Governmental Organisations;International;Operator;Africa;A,E,P,S
13;Just Rural Transition;JRT;Just Rural Transition;Development (SuBeHuDe) ;No data;Non-profit organizations;Non-Governmental Organisations;International;Operator;No data;No data
